fname,label,manually_verified,freesound_id,license
5709ee5e.wav,Laughter,0,361400,Creative Commons 0
571f47da.wav,Knock,0,193862,Creative Commons 0
572bb939.wav,Shatter,0,42902,Attribution
57307037.wav,Hi-hat,1,137566,Attribution
57419cc7.wav,Hi-hat,0,26656,Attribution
5742568e.wav,Glockenspiel,1,325024,Attribution
574d304d.wav,Bark,0,369664,Attribution
5752e184.wav,Writing,0,31496,Attribution
575336af.wav,Flute,1,373317,Creative Commons 0
57540a22.wav,Burping_or_eructation,1,317014,Attribution
575c17a1.wav,Finger_snapping,1,155799,Creative Commons 0
575c3286.wav,Scissors,1,205103,Creative Commons 0
575d8f8f.wav,Writing,0,246060,Creative Commons 0
5764480b.wav,Clarinet,1,372975,Creative Commons 0
576a7107.wav,Trumpet,0,87619,Attribution
576dc3f8.wav,Clarinet,0,356866,Attribution
5775ce57.wav,Harmonica,0,273590,Attribution
57789a2d.wav,Saxophone,1,119296,Attribution
5783d462.wav,Trumpet,1,357504,Attribution
5786b4b8.wav,Snare_drum,0,19436,Creative Commons 0
5786e5ed.wav,Knock,0,370899,Attribution
578874df.wav,Acoustic_guitar,0,8561,Creative Commons 0
5791b221.wav,Drawer_open_or_close,1,185842,Creative Commons 0
57a3656e.wav,Microwave_oven,0,83703,Creative Commons 0
57aa8a3b.wav,Flute,0,32923,Creative Commons 0
57ac25f8.wav,Hi-hat,0,317094,Creative Commons 0
57de0162.wav,Bass_drum,0,219515,Creative Commons 0
57f97997.wav,Saxophone,1,13450,Creative Commons 0
5801a5b3.wav,Oboe,1,373598,Creative Commons 0
5802940e.wav,Applause,1,50293,Creative Commons 0
581a785f.wav,Acoustic_guitar,0,2841,Attribution
581afa20.wav,Knock,1,218980,Attribution
58387c2d.wav,Harmonica,0,31470,Creative Commons 0
585462e1.wav,Laughter,0,236982,Attribution
5854ea8d.wav,Scissors,1,162901,Creative Commons 0
5857ac4f.wav,Writing,0,43674,Creative Commons 0
585c9c8c.wav,Acoustic_guitar,1,182981,Attribution
5864d494.wav,Writing,0,197978,Attribution
58650dc4.wav,Bass_drum,0,38714,Attribution
5868ef95.wav,Tearing,0,89378,Attribution
586cbe20.wav,Computer_keyboard,1,26479,Creative Commons 0
586d03f8.wav,Saxophone,1,359876,Attribution
58707979.wav,Oboe,0,355081,Attribution
58724448.wav,Saxophone,1,119310,Attribution
587a5906.wav,Scissors,1,274778,Creative Commons 0
587ee95e.wav,Oboe,1,355208,Attribution
588bf7ad.wav,Glockenspiel,1,348917,Creative Commons 0
5893a316.wav,Shatter,0,162169,Attribution
589789cb.wav,Oboe,0,355214,Attribution
589b7cbe.wav,Cough,0,180042,Attribution
589e5196.wav,Hi-hat,1,137688,Attribution
58ba4d53.wav,Tambourine,0,219251,Creative Commons 0
58bb9548.wav,Trumpet,1,247354,Attribution
58c581a3.wav,Bark,0,128130,Attribution
58caa1a6.wav,Shatter,0,219844,Attribution
58ce33ad.wav,Laughter,1,351170,Creative Commons 0
58cec63d.wav,Cough,0,87797,Creative Commons 0
58d4f832.wav,Shatter,0,142351,Creative Commons 0
58d529c0.wav,Harmonica,1,116922,Creative Commons 0
58d59768.wav,Saxophone,1,119336,Attribution
58d5cc06.wav,Tearing,1,256307,Creative Commons 0
58da3a95.wav,Cowbell,0,350708,Creative Commons 0
58e7e580.wav,Tearing,0,262583,Creative Commons 0
58ea1595.wav,Acoustic_guitar,0,36236,Creative Commons 0
58f8c3db.wav,Clarinet,1,248946,Attribution
58fd33e3.wav,Burping_or_eructation,0,328635,Attribution
58fec070.wav,Violin_or_fiddle,1,55987,Creative Commons 0
58ffa1af.wav,Double_bass,0,383682,Creative Commons 0
590dde92.wav,Oboe,1,355299,Attribution
590e3117.wav,Oboe,1,373611,Creative Commons 0
59107829.wav,Cough,0,109640,Attribution
591a127b.wav,Cough,1,155904,Creative Commons 0
591cf4c2.wav,Saxophone,1,13466,Creative Commons 0
591ebd98.wav,Telephone,0,125099,Creative Commons 0
59317e02.wav,Cough,0,189786,Creative Commons 0
5935d5bd.wav,Telephone,1,242000,Creative Commons 0
594f603c.wav,Writing,1,335934,Creative Commons 0
5950780e.wav,Electric_piano,1,147784,Attribution
595a4fba.wav,Electric_piano,1,26979,Attribution
595a7854.wav,Knock,1,34260,Attribution
595c191d.wav,Double_bass,1,203808,Attribution
595c7b54.wav,Laughter,0,9560,Attribution
5964b6ee.wav,Chime,0,50403,Creative Commons 0
5966612f.wav,Tearing,0,135645,Attribution
59667f26.wav,Bark,0,199261,Creative Commons 0
5967bec2.wav,Fireworks,0,161688,Attribution
5967f16c.wav,Keys_jangling,1,51446,Creative Commons 0
597b3c23.wav,Gunshot_or_gunfire,1,255216,Attribution
597d7401.wav,Fireworks,1,161679,Attribution
5983506e.wav,Trumpet,1,357791,Attribution
59839dba.wav,Writing,0,178372,Attribution
5993af35.wav,Harmonica,1,330759,Attribution
59986c41.wav,Knock,0,277488,Attribution
59a59541.wav,Saxophone,1,359901,Attribution
59a80d41.wav,Shatter,0,382732,Creative Commons 0
59b3f32e.wav,Shatter,1,87567,Attribution
59c0317c.wav,Writing,0,235503,Creative Commons 0
59ca9d6b.wav,Squeak,0,240121,Creative Commons 0
59ddf3d0.wav,Oboe,1,373669,Creative Commons 0
59ee6ca1.wav,Cello,1,247507,Attribution
59f6cc23.wav,Applause,0,237587,Attribution
5a017c12.wav,Burping_or_eructation,1,215370,Creative Commons 0
5a0db4b1.wav,Cello,0,223370,Attribution
5a1456d5.wav,Cough,0,251489,Attribution
5a197d64.wav,Gunshot_or_gunfire,1,161195,Attribution
5a1aa685.wav,Cello,0,60181,Attribution
5a290275.wav,Fireworks,0,212683,Creative Commons 0
5a2ecd2d.wav,Laughter,0,170331,Attribution
5a3331db.wav,Fireworks,1,349796,Creative Commons 0
5a3deddf.wav,Chime,1,131014,Attribution
5a4089a3.wav,Applause,1,340355,Creative Commons 0
5a4404c9.wav,Bark,0,118962,Creative Commons 0
5a53e933.wav,Applause,0,196092,Creative Commons 0
5a55b3dd.wav,Clarinet,0,249109,Attribution
5a5f7fa1.wav,Burping_or_eructation,0,232456,Creative Commons 0
5a60144f.wav,Saxophone,0,328636,Creative Commons 0
5a7b83fb.wav,Gunshot_or_gunfire,1,162455,Creative Commons 0
5a7c8da8.wav,Cough,0,55616,Attribution
5a7fc70d.wav,Bus,1,205407,Attribution
5a8ac874.wav,Oboe,0,355159,Attribution
5a8e0ae7.wav,Fireworks,0,325665,Creative Commons 0
5a92008e.wav,Clarinet,0,248381,Attribution
5a963555.wav,Harmonica,1,325400,Attribution
5aa1eff9.wav,Hi-hat,0,93908,Creative Commons 0
5aa575b7.wav,Gunshot_or_gunfire,1,101961,Attribution
5aa7d1d3.wav,Applause,0,99966,Attribution
5aa8b633.wav,Meow,1,362953,Creative Commons 0
5aabae55.wav,Bark,0,7913,Attribution
5ab5a831.wav,Gong,0,222193,Attribution
5abb8f6d.wav,Snare_drum,0,3144,Attribution
5abc2cd1.wav,Cough,0,63752,Attribution
5abcd00b.wav,Cowbell,0,348616,Creative Commons 0
5abd04cc.wav,Telephone,1,164404,Creative Commons 0
5abdead3.wav,Saxophone,0,121510,Attribution
5ad06e75.wav,Saxophone,1,13425,Creative Commons 0
5adcf9b3.wav,Fart,0,100335,Attribution
5af67072.wav,Fireworks,0,21416,Creative Commons 0
5afe0b38.wav,Snare_drum,0,186668,Attribution
5aff8db8.wav,Oboe,0,355179,Attribution
5b01d7c2.wav,Saxophone,1,358968,Attribution
5b05a989.wav,Acoustic_guitar,0,13699,Attribution
5b083a1b.wav,Shatter,0,88807,Attribution
5b0f3bc6.wav,Snare_drum,0,111725,Creative Commons 0
5b169f29.wav,Shatter,0,95078,Attribution
5b2d8050.wav,Shatter,1,88800,Attribution
5b3300e6.wav,Double_bass,0,383558,Creative Commons 0
5b38a3e7.wav,Harmonica,1,116875,Creative Commons 0
5b3f44d8.wav,Applause,0,191911,Attribution
5b40b38c.wav,Acoustic_guitar,0,90057,Creative Commons 0
5b46302b.wav,Squeak,0,55125,Attribution
5b5b32bf.wav,Harmonica,0,34332,Creative Commons 0
5b603445.wav,Burping_or_eructation,0,215352,Creative Commons 0
5b878f47.wav,Gong,1,222338,Attribution
5b8e2fa4.wav,Squeak,0,88502,Creative Commons 0
5b90d750.wav,Flute,0,111344,Attribution
5b980c61.wav,Fart,0,64132,Attribution
5b9a8b5f.wav,Acoustic_guitar,0,8500,Creative Commons 0
5bac1638.wav,Bus,0,87316,Attribution
5bad1306.wav,Violin_or_fiddle,1,374527,Creative Commons 0
5baf9398.wav,Fart,0,167090,Creative Commons 0
5baff24a.wav,Bark,0,128133,Attribution
5bb17ecc.wav,Telephone,1,177209,Creative Commons 0
5bb1e9bd.wav,Gong,1,206023,Attribution
5bbb4e42.wav,Tearing,0,89381,Attribution
5bbe4eb9.wav,Bus,1,379389,Creative Commons 0
5bc35f2c.wav,Shatter,0,250710,Attribution
5bcdaa50.wav,Oboe,0,373618,Creative Commons 0
5bd61d06.wav,Gunshot_or_gunfire,1,381569,Creative Commons 0
5bdb30ae.wav,Clarinet,0,248389,Attribution
5bf53c2d.wav,Fart,0,60966,Attribution
5c029f9f.wav,Fart,0,68644,Attribution
5c04ac97.wav,Chime,1,49169,Attribution
5c123193.wav,Gunshot_or_gunfire,1,151555,Creative Commons 0
5c129ffe.wav,Telephone,1,249511,Attribution
5c1521da.wav,Shatter,0,164332,Creative Commons 0
5c166dcf.wav,Trumpet,0,91353,Creative Commons 0
5c1932e9.wav,Flute,0,32793,Creative Commons 0
5c1a334d.wav,Shatter,0,126878,Attribution
5c1bd24c.wav,Violin_or_fiddle,1,373896,Creative Commons 0
5c232d44.wav,Bus,1,113343,Attribution
5c238ad9.wav,Flute,0,111691,Creative Commons 0
5c248a1b.wav,Shatter,1,219842,Attribution
5c28b9e6.wav,Burping_or_eructation,1,101181,Attribution
5c3371c4.wav,Cello,0,148077,Attribution
5c33d972.wav,Snare_drum,1,132418,Creative Commons 0
5c34af23.wav,Keys_jangling,1,331719,Creative Commons 0
5c356407.wav,Acoustic_guitar,0,8392,Creative Commons 0
5c45190e.wav,Oboe,1,373670,Creative Commons 0
5c581093.wav,Bass_drum,0,262863,Creative Commons 0
5c59741d.wav,Snare_drum,1,269904,Attribution
5c5df58c.wav,Bus,0,113338,Attribution
5c5dfa2e.wav,Snare_drum,0,151316,Attribution
5c5f3234.wav,Harmonica,1,116873,Creative Commons 0
5c61d6dc.wav,Telephone,1,371369,Creative Commons 0
5c634a3f.wav,Flute,1,354774,Attribution
5c69ed70.wav,Applause,0,42392,Attribution
5c777e46.wav,Microwave_oven,1,190582,Creative Commons 0
5c92ea4b.wav,Tearing,0,125332,Creative Commons 0
5c967cf2.wav,Squeak,0,342554,Attribution
5c981f32.wav,Flute,1,242029,Creative Commons 0
5c9f2e3d.wav,Snare_drum,0,3156,Attribution
5cb41a13.wav,Glockenspiel,1,348905,Creative Commons 0
5cc2be86.wav,Cough,0,381371,Creative Commons 0
5cca8915.wav,Burping_or_eructation,0,245734,Creative Commons 0
5cd59c4c.wav,Scissors,1,203111,Creative Commons 0
5cd6e4e1.wav,Cough,1,326096,Creative Commons 0
5cddb6d3.wav,Computer_keyboard,0,344220,Creative Commons 0
5cde1aa6.wav,Knock,0,349309,Creative Commons 0
5ce35515.wav,Bass_drum,0,351222,Creative Commons 0
5ce40b1b.wav,Snare_drum,1,34133,Attribution
5cec2378.wav,Knock,0,347585,Creative Commons 0
5cf03876.wav,Applause,0,100101,Attribution
5cf7a39a.wav,Telephone,1,95112,Attribution
5cf8c92f.wav,Cough,1,149042,Attribution
5cfa0135.wav,Flute,1,354630,Attribution
5cfd1f2c.wav,Oboe,1,373601,Creative Commons 0
5d025bc2.wav,Flute,0,65168,Attribution
5d02f94b.wav,Hi-hat,0,813,Creative Commons 0
5d040c3b.wav,Flute,1,354641,Attribution
5d108bb1.wav,Bass_drum,1,51865,Attribution
5d10b35b.wav,Saxophone,0,32236,Attribution
5d17ef9b.wav,Gunshot_or_gunfire,1,151065,Creative Commons 0
5d1e644b.wav,Oboe,0,355227,Attribution
5d21633f.wav,Trumpet,0,10909,Creative Commons 0
5d246b14.wav,Harmonica,0,214304,Creative Commons 0
5d36e4df.wav,Shatter,0,144113,Attribution
5d3a2660.wav,Fart,0,71041,Attribution
5d3ae8e3.wav,Keys_jangling,0,250378,Attribution
5d43f0e7.wav,Cello,1,357983,Attribution
5d4ee93d.wav,Gong,0,94203,Attribution
5d4f8187.wav,Saxophone,1,119356,Attribution
5d4ffe7f.wav,Shatter,1,179241,Attribution
5d53fe7b.wav,Knock,0,193841,Creative Commons 0
5d58aa13.wav,Microwave_oven,0,324775,Attribution
5d59e42c.wav,Clarinet,1,372966,Creative Commons 0
5d5c4b15.wav,Hi-hat,0,7491,Attribution
5d5ea0ea.wav,Clarinet,0,248735,Attribution
5d5fecd0.wav,Oboe,0,323041,Creative Commons 0
5d6805e8.wav,Telephone,1,178377,Creative Commons 0
5d681247.wav,Bass_drum,0,49045,Creative Commons 0
5d7158bc.wav,Gong,0,375541,Creative Commons 0
5d72f4ed.wav,Keys_jangling,1,267711,Creative Commons 0
5d73ee6f.wav,Flute,1,354770,Attribution
5d79776e.wav,Acoustic_guitar,1,252502,Attribution
5d826a12.wav,Flute,1,373286,Creative Commons 0
5d8e2712.wav,Tearing,0,327989,Creative Commons 0
5d902b1c.wav,Bass_drum,0,30267,Creative Commons 0
5d91fae1.wav,Violin_or_fiddle,1,373895,Creative Commons 0
5d9331ab.wav,Gong,1,57413,Attribution
5d939814.wav,Bark,0,325478,Attribution
5d946c59.wav,Squeak,1,264136,Creative Commons 0
5d9ca598.wav,Snare_drum,1,41426,Attribution
5da2c965.wav,Tambourine,1,375728,Creative Commons 0
5db43d95.wav,Burping_or_eructation,0,216236,Attribution
5dbd6915.wav,Violin_or_fiddle,1,355837,Attribution
5dc063db.wav,Fireworks,1,209309,Attribution
5dc55b0c.wav,Writing,0,321134,Creative Commons 0
5dcb880c.wav,Clarinet,0,249104,Attribution
5dd6875c.wav,Violin_or_fiddle,1,355943,Attribution
5dd6e37d.wav,Applause,0,182571,Creative Commons 0
5de123c3.wav,Clarinet,1,248905,Attribution
5dedf872.wav,Bass_drum,0,120420,Attribution
5dee10ca.wav,Fart,0,234218,Attribution
5df7f1d0.wav,Squeak,0,232240,Attribution
5e04aa68.wav,Cello,0,77762,Attribution
5e0b5087.wav,Applause,0,221567,Creative Commons 0
5e0d9b18.wav,Fart,0,61357,Attribution
5e2417a2.wav,Saxophone,1,359561,Attribution
5e28a9a2.wav,Electric_piano,1,12753,Attribution
5e2d18d7.wav,Fireworks,1,46321,Attribution
5e3b2fca.wav,Cello,0,48026,Creative Commons 0
5e4477e9.wav,Cello,1,246820,Attribution
5e4d7606.wav,Fireworks,0,60822,Attribution
5e597f1e.wav,Writing,0,335931,Creative Commons 0
5e5a6215.wav,Cowbell,1,90559,Creative Commons 0
5e5bca7a.wav,Cello,1,358077,Attribution
5e626acd.wav,Writing,0,333027,Creative Commons 0
5e6b34b1.wav,Electric_piano,1,214416,Creative Commons 0
5e78e47e.wav,Scissors,1,127153,Creative Commons 0
5e7e75f7.wav,Applause,0,243506,Attribution
5e879961.wav,Meow,1,66517,Creative Commons 0
5e91ed7e.wav,Trumpet,0,87620,Attribution
5e92ec3d.wav,Saxophone,1,119352,Attribution
5e993cd0.wav,Bus,1,205408,Attribution
5e999857.wav,Harmonica,0,116914,Creative Commons 0
5ea18a36.wav,Meow,0,338276,Creative Commons 0
5eaa4ac7.wav,Fireworks,0,81455,Attribution
5eabc175.wav,Fart,0,46985,Attribution
5eadbc6d.wav,Double_bass,1,354248,Attribution
5eb9ae02.wav,Scissors,1,329784,Attribution
5ebdb1a8.wav,Squeak,1,63538,Creative Commons 0
5ec49ef4.wav,Bark,0,116400,Attribution
5ec7ad26.wav,Hi-hat,1,138873,Attribution
5ec9e1e8.wav,Microwave_oven,0,232834,Creative Commons 0
5ed0b693.wav,Finger_snapping,1,364721,Creative Commons 0
5ee394ce.wav,Tambourine,1,382852,Attribution
5eec8fe1.wav,Harmonica,0,116902,Creative Commons 0
5ef1bff4.wav,Gunshot_or_gunfire,1,160355,Creative Commons 0
5f011d45.wav,Finger_snapping,1,52224,Attribution
5f0dc8e4.wav,Saxophone,1,359724,Attribution
5f11882f.wav,Fireworks,0,132043,Attribution
5f18dad3.wav,Hi-hat,0,79381,Creative Commons 0
5f1fadee.wav,Clarinet,0,372951,Creative Commons 0
5f20684f.wav,Cough,1,84695,Attribution
5f3186c8.wav,Microwave_oven,1,108470,Creative Commons 0
5f383659.wav,Computer_keyboard,0,215744,Creative Commons 0
5f3f655e.wav,Bass_drum,0,42029,Creative Commons 0
5f4ede60.wav,Applause,1,189839,Attribution
5f597196.wav,Harmonica,0,33869,Attribution
5f59933f.wav,Saxophone,1,358802,Attribution
5f63bbad.wav,Knock,0,144946,Creative Commons 0
5f673482.wav,Bass_drum,0,166195,Attribution
5f6e7a2f.wav,Telephone,1,352659,Attribution
5f71ebaa.wav,Writing,0,257016,Creative Commons 0
5f73d3c8.wav,Gong,0,20134,Attribution
5f75b9cf.wav,Violin_or_fiddle,1,247696,Attribution
5f7d4d21.wav,Bus,0,26136,Attribution
5f7dd0fb.wav,Hi-hat,1,137420,Attribution
5f886a73.wav,Squeak,0,11567,Creative Commons 0
5f88f48e.wav,Gong,0,57429,Attribution
5f934315.wav,Cough,1,323696,Creative Commons 0
5f95ce73.wav,Bass_drum,0,38898,Attribution
5fa41f28.wav,Burping_or_eructation,1,215322,Creative Commons 0
5fb10f46.wav,Double_bass,0,138563,Attribution
5fc120cc.wav,Keys_jangling,0,347365,Creative Commons 0
5fc54ba5.wav,Cough,0,77157,Attribution
5fca447b.wav,Acoustic_guitar,0,8384,Creative Commons 0
5fca79da.wav,Fireworks,0,237750,Attribution
5fcfe4c2.wav,Writing,0,333229,Creative Commons 0
5fd95b59.wav,Knock,0,190024,Attribution
5fe07b4b.wav,Tambourine,1,210636,Attribution
5fe4741a.wav,Fart,0,61066,Attribution
5fed8602.wav,Laughter,0,170623,Attribution
5ff4377d.wav,Oboe,1,355317,Attribution
600dc6d1.wav,Laughter,0,172711,Creative Commons 0
600fbad3.wav,Drawer_open_or_close,0,108523,Creative Commons 0
600fe305.wav,Applause,1,347034,Creative Commons 0
601c44d5.wav,Double_bass,0,203825,Attribution
602ca70a.wav,Oboe,0,355209,Attribution
602f68bf.wav,Tearing,0,30653,Attribution
6032d510.wav,Finger_snapping,1,342409,Creative Commons 0
603cc6cd.wav,Shatter,0,96927,Attribution
604b54a9.wav,Clarinet,0,328268,Creative Commons 0
604e28b1.wav,Cough,1,383783,Creative Commons 0
604f23cd.wav,Finger_snapping,0,346788,Attribution
60531e43.wav,Gong,0,222190,Attribution
60541059.wav,Cowbell,1,90998,Creative Commons 0
6064aad0.wav,Fart,0,64129,Attribution
60691995.wav,Cowbell,0,9858,Attribution
6085c41b.wav,Chime,1,44157,Attribution
608ac00c.wav,Cello,0,42255,Attribution
609e2253.wav,Burping_or_eructation,0,268100,Creative Commons 0
60ac28c4.wav,Drawer_open_or_close,1,152531,Attribution
60c03b3e.wav,Burping_or_eructation,0,215367,Creative Commons 0
60cccafc.wav,Harmonica,1,116878,Creative Commons 0
60e178b0.wav,Cough,1,323694,Creative Commons 0
60ee6e25.wav,Bass_drum,0,189779,Attribution
60f481f8.wav,Violin_or_fiddle,1,56023,Creative Commons 0
60f6a04e.wav,Glockenspiel,1,348879,Creative Commons 0
60f75c30.wav,Hi-hat,0,801,Creative Commons 0
60f9e3ed.wav,Fireworks,0,349807,Creative Commons 0
610d986c.wav,Gong,0,155461,Creative Commons 0
6115e8ac.wav,Fireworks,0,140204,Attribution
6116eaa8.wav,Double_bass,0,203792,Attribution
611c548e.wav,Finger_snapping,1,346798,Attribution
611c7dbf.wav,Snare_drum,0,192247,Attribution
6122f82a.wav,Hi-hat,0,152469,Creative Commons 0
6123a18d.wav,Knock,0,193872,Creative Commons 0
612702c3.wav,Hi-hat,1,137639,Attribution
612a9f1a.wav,Cello,1,372722,Creative Commons 0
612e2c3e.wav,Hi-hat,0,274512,Creative Commons 0
613f92d5.wav,Violin_or_fiddle,1,374512,Creative Commons 0
6144e686.wav,Gunshot_or_gunfire,1,378204,Attribution
61461f89.wav,Knock,1,241646,Attribution
6159836f.wav,Knock,0,148950,Creative Commons 0
615bc8fb.wav,Cowbell,0,90566,Creative Commons 0
615e3011.wav,Microwave_oven,1,344600,Creative Commons 0
615f78cb.wav,Snare_drum,0,317544,Creative Commons 0
61618791.wav,Tearing,0,118049,Attribution
61628e3b.wav,Shatter,0,344266,Attribution
616e8c33.wav,Violin_or_fiddle,1,152557,Attribution
616ff2dc.wav,Saxophone,1,358468,Attribution
61730894.wav,Knock,0,197979,Attribution
617db487.wav,Acoustic_guitar,0,173094,Attribution
618cdb7c.wav,Gong,0,64552,Attribution
6191b717.wav,Laughter,0,50176,Creative Commons 0
61923d5b.wav,Scissors,1,237317,Creative Commons 0
6195b3c5.wav,Snare_drum,0,171491,Creative Commons 0
619d8d1e.wav,Applause,0,377021,Attribution
61b73bfe.wav,Cello,0,179878,Creative Commons 0
61bee671.wav,Acoustic_guitar,1,183077,Attribution
61c168ff.wav,Knock,0,76813,Attribution
61c7235b.wav,Computer_keyboard,1,137,Attribution
61c914b1.wav,Flute,1,354439,Attribution
61c9c7ad.wav,Applause,1,189829,Attribution
61ccee3e.wav,Trumpet,0,63753,Creative Commons 0
61e4de0f.wav,Saxophone,1,119231,Attribution
61e63fef.wav,Hi-hat,0,207946,Attribution
61ef1c43.wav,Double_bass,0,383588,Creative Commons 0
61f21edf.wav,Saxophone,1,46791,Creative Commons 0
61f83028.wav,Finger_snapping,1,235276,Creative Commons 0
61ffb766.wav,Fart,0,177050,Creative Commons 0
620dbdce.wav,Saxophone,1,13477,Creative Commons 0
62189e25.wav,Cello,0,251824,Attribution
6228bc8b.wav,Flute,1,354435,Attribution
62292efc.wav,Acoustic_guitar,1,24290,Attribution
622c09a0.wav,Keys_jangling,0,114188,Attribution
623781d2.wav,Shatter,0,89059,Attribution
623bc3fe.wav,Fart,1,64519,Attribution
623f0124.wav,Cello,0,251822,Attribution
62529b0a.wav,Harmonica,0,233214,Creative Commons 0
62532077.wav,Bass_drum,0,25643,Creative Commons 0
6264e6b6.wav,Shatter,0,371786,Creative Commons 0
626de1cb.wav,Saxophone,1,119250,Attribution
626f8d25.wav,Laughter,0,238819,Creative Commons 0
627099f7.wav,Saxophone,1,119319,Attribution
62716369.wav,Shatter,0,179263,Attribution
627395bc.wav,Double_bass,0,383616,Creative Commons 0
6278056d.wav,Shatter,0,92019,Attribution
627e95db.wav,Tambourine,0,210680,Attribution
62871552.wav,Bus,1,29610,Attribution
629684be.wav,Gong,1,222314,Attribution
62992353.wav,Computer_keyboard,1,155568,Creative Commons 0
62a22795.wav,Meow,1,256452,Creative Commons 0
62a95b92.wav,Finger_snapping,1,361744,Creative Commons 0
62aa42eb.wav,Cello,0,195689,Attribution
62b11034.wav,Flute,0,24601,Attribution
62c04b69.wav,Squeak,0,263829,Creative Commons 0
62c30547.wav,Flute,0,159133,Creative Commons 0
62ccffe4.wav,Trumpet,0,10849,Creative Commons 0
62d25be7.wav,Hi-hat,0,93912,Creative Commons 0
62e0d004.wav,Cello,0,42260,Attribution
62ef41ab.wav,Cowbell,0,382829,Attribution
62ff8e49.wav,Drawer_open_or_close,1,123013,Creative Commons 0
62ff9fde.wav,Cello,1,121018,Attribution
62ffe8bd.wav,Cowbell,0,75339,Creative Commons 0
63043359.wav,Meow,0,66511,Creative Commons 0
630ad55a.wav,Hi-hat,1,138707,Attribution
63104371.wav,Writing,0,221704,Attribution
